Polygon,Vertices,Cost (Recursive),Cost (Dynamic Programming), Cost(Greedy Approach)
1,(-9.980267, -0.627905),(-9.297765, -3.681246),(0.627905, -9.980267),(4.257793, -9.048271),(6.845471, -7.289686),(9.822873, 1.873813),(9.510565, 3.090170),(8.443279, 5.358268),(3.090170, 9.510565),197.46,197.46,274.38
2,(-9.297765, -3.681246),(-6.845471, -7.289686),(9.510565, -3.090170),(-4.817537, 8.763067),(-9.297765, 3.681246),(-9.921147, 1.253332),122.78,122.78,132.91
3,(-9.822873, -1.873813),(-5.877853, -8.090170),(7.705132, -6.374240),(9.510565, 3.090170),(-0.000000, -0.000000),90.69,90.69,126.80
4,(-9.980267, -0.627905),(-9.685832, -2.486899),(-9.297765, -3.681246),(-5.877853, -8.090170),(-2.486899, -9.685832),(0.627905, -9.980267),(9.822873, -1.873813),(9.921147, -1.253332),(8.090170, 5.877853),(-1.873813, 9.822873),213.56,213.56,252.79
5,(-6.845471, -7.289686),(-0.000000, -10.000000),(4.817537, -8.763067),(5.877853, -8.090170),(9.685832, 2.486899),(8.763067, 4.817537),(6.845471, 7.289686),(1.253332, 9.921147),(0.627905, 9.980267),(-2.486899, 9.685832),200.41,200.41,300.54
6,(3.090170, -9.510565),(3.681246, -9.297765),(9.822873, -1.873813),(9.685832, 2.486899),(-5.358268, 8.443279),98.39,98.39,98.39
7,(-7.705132, -6.374240),(-7.289686, -6.845471),(7.289686, -6.845471),(9.048271, -4.257793),(9.921147, 1.253332),(9.685832, 2.486899),(8.763067, 4.817537),(6.374240, 7.705132),(-1.253332, 9.921147),(-0.000000, -0.000000),178.62,178.62,315.29
8,(-9.980267, -0.627905),(4.257793, -9.048271),(7.705132, -6.374240),(9.685832, -2.486899),(9.980267, -0.627905),(4.817537, 8.763067),(-0.627905, 9.980267),(-9.980267, 0.627905),188.23,188.23,237.88
9,(9.048271, -4.257793),(9.980267, -0.627905),(8.763067, 4.817537),(4.257793, 9.048271),(2.486899, 9.685832),(1.873813, 9.822873),(-3.681246, 9.297765),(-5.358268, 8.443279),(-9.510565, 3.090170),(-0.000000, -0.000000),167.18,167.18,276.65
10,(-9.510565, -3.090170),(-8.443279, -5.358268),(-2.486899, -9.685832),(-1.253332, -9.921147),(0.627905, -9.980267),(3.090170, -9.510565),(5.877853, -8.090170),(7.289686, 6.845471),(-7.705132, 6.374240),183.40,183.40,223.18
